r_id,t_id,l_id,City,Rating,Review
3886811,24132,97,Munnar,4,We went this park on our honeymoon trip... This spot is good as a couple activity but cannot be called as attraction of munnar. Go to this place but do not spend much time as there are many places to visit in munnar. Plus this...
6713601,10677,138,Indore,4,"About 6Km from Indore Railway station, Annapurna temple is a big temple on the main Annapurna road. The premises is big and atmosphere is calm and quiet.
Its a good temple. 
The entrance is from the busy road and so the Vehicle parking needs to..."
9317283,53783,138,Indore,5,"This temple is mainly dedicated to Devi Annapurna and along with that it has VED Temple , Huge Shiva Temple , Kaal Bhairav Temple. Overall Place is easily accessible and well maintained. 

A good visit in Indore..."
5693235,42928,138,Indore,4,Not too many people were around when I had visited and hence the place was very calm and it felt peaceful.
9858510,33564,138,Indore,5,"It’s stunning where you can see most of the temples. The temple of ma Annapurna is amazing and lord shiva ‘s again master peice of architecture.
If you are in Indore must visit if you like temples"
8078590,24132,138,Indore,3,This temple is on the way to airport and if you have time to spend you can make a visit.  There is nothing spectacular and is an usual temple.
9172799,10677,141,Jabalpur,3,This place has quite a few rocks apart from the main balancing rocks. However this place can do with little maintenance.
1661467,53783,141,Jabalpur,3,It is on the road side so everyone can visit. Maximum tour time 5-10mins. Nothing to do here. But It will wonder how a big rock is on the top of other rock.
6401579,42928,141,Jabalpur,3,Nature is at times unbelievable. The balancing rock in Jabalpur is a sight that one should not miss at all.
9390809,33564,141,Jabalpur,4,"This rock is near Madan Mahal fort.
This is a natural wonder how a big sized rock is balanced on another base rock."
7623777,24132,141,Jabalpur,5,"This is great wonder of nature..
One heavy solid Rock is on the top of another solid Rock just having a point contact ..keeping the balance for hundreds of years despite  devastating earthquake specially in 1997 .."
1504433,10677,79,Jaipur,5,I have been to 925 silver Jaipur and I found they have really treasure collection of silver jewellery.. I had good business experience and they tought me many good things about business.. they are situated between the streets but carry real authentic collection.. which really...
6324777,10677,79,Jaipur,5,Fine engraved handmade silver jewelry. 925silver converts designs into reality. I really appreciate their creativity. 925silver 💯% become the potential brand in upcoming years.
2349319,10677,79,Jaipur,4,Amazing collection of tribal indian silver jewelry . Kundan meena silver jewellery. Must go for antique silver buy
5345339,10677,79,Jaipur,5,Wanted to place an order for wedding gifting. I cant thank 925 Silver Jaipur enough for their product quality and quick delivery. They have a huge collection and cater to varying tastes of people. Recieved my order in Dubai within 4 days. Definitely ordering again.
7018513,10677,79,Jaipur,1,"Soo apparently I purchased considering the place was genuine, but even though they have a 2days return policy they refused a return off the article purchased in less than 24hrs

Complete liars
Untrustworthy
Doubt Genuineness"
8619577,10677,81,Jaisalmer,3,The wood fossil park of Akal is not known to many - in fact very few know about it. This park contains 180 million year old wood fossils i.e. what you see over there is 180 million years old ...just imagine! It is also reminiscent...
1732642,53783,81,Jaisalmer,4,"This park is 18 Kms from the Jaisalmer Fort car park. The road till the park is good, takes you 20 minutes to reach.
The road inside the park is mettled, the path leading you to the first 4 fossils is accessible by any car...."
7908617,42928,81,Jaisalmer,5,Even thought I was Bird Watching and looking for one species that likes the habitat here it was great to see these fossil trees.
9878492,33564,81,Jaisalmer,5,This wood fossil park displays the wood fossil of 180 million years old.History buff will definitely love this place.Some of the fossil include the remains of a forest which has submerged in the sea.
5187872,24132,81,Jaisalmer,3,"If you have deep interest in history  or you have interest or understanding of fossil science then you can take plunge to visit this place.

If you are going by your own car then there is a nominal fee and you need to drive through..."
9792351,10677,222,Jalpaiguri,5,Nice and beautiful temple having religious importance. One of the mot visited temple of North Bengal .
2146047,53783,222,Jalpaiguri,3,"Bhramari Devi Temple is situated in Bodaganj, Jalpaiguri, West Bengal. It is one of the 51 Shakti Peethas. It is believed that the “Vama Pada” or the left leg of Devi Sati/ Durga fell at this place to form the Maa Bhramri Devi Mandir (Bhramri..."
4124969,42928,222,Jalpaiguri,5,I went there a few days ago. The walking path is steep but not so troublesome. If you are strong in mind and absobed in nature it is a nice adventure. Take water and dry food as no good shop in the path.Choice of season...
3042232,33564,222,Jalpaiguri,4,I had visited Buxa Fort and Lepchakha with my friends in february. One can take a hired vehicle or walk up the hill to Buxa Fort. If you are fit and can walk for an hour or so then I would suggest wou walk your...
4690725,24132,222,Jalpaiguri,4,"Although nothing much to see here, the place is tied to Indian history for sure, it goes back to the freedom struggle. Has much to do with Netaji."
3255773,10677,188,Jhansi,5,"Felt so fresh, clean and good. Water was moving and clean, cold yet very soothing. All in all a good relaxing place."
5072859,53783,188,Jhansi,2,"Totally deserted, without any water, very disappointing, where wastage of time. Please do not visit till you confirm the lake is full of water."
3561132,42928,188,Jhansi,5,"An extremely nice place to hang around with family. You can go around the temples, the small water fall and the beautiful lake. Best time to go is just after the rainy season when the dam is full."
2493848,33564,188,Jhansi,4,"This lake nearby is quiet a escape. Do not expect it to be the most cleanliest place, but yes you can do a visit to cover the tourist points. Usually not much crowded."
2216970,24132,188,Jhansi,4,"If you are looking for a couple secret outing, go here. Definitely wont suggest to families. The lake is pretty dirty and ill maintained. Only an occasional traveler will be spotted around, but none with families.Mostly frequented by localites. Definitely a very quite place. Could..."
8845578,10677,85,Jodhpur,3,Can be difficult to get there due to excessive crowds and can be quiet a walk due to huge crowds and parking vehicle a little far but it is a must visit for all followers.
9694903,53783,85,Jodhpur,3,We noticed this temple from the rooftop restaurant of the Pal Haveli. No one at the hotel knew the name of it and told us we wouldn’t be able to find it and shouldn't try.  They did tell us they called it the Thumb Temple...
4921760,42928,85,Jodhpur,5,"must tell u if u r in jodhpur , one person which I believe the people in the city worship or belive in him Is baba ramdev he  is worshiped and loved  by people there .
people walk for so many hours bare foot for..."
8995489,33564,85,Jodhpur,4,"For those not afraid to climb the rickety ladders to the top of this vertical rock pillar in the middle of old jodhpur, the best views of city and fort await! However, it is almost impossible to find. Appears that an ugly staircase is being..."
4167678,24132,85,Jodhpur,5,"Baba Ramdev Temple is situted on Masuria Hill one of the most Energetic place of city beautifull temple most of citizens comes here in the Month of ""bhadva"" & there is long rows for pray great place Jai Baba ki"
